depth_top	depth_bot	duration	dur_unc
2168.24	2169.656	100	4.0
2169.656	2171.141	100	4.0
2171.141	2172.915	100	6.0
2172.915	2174.747	100	1.0
2174.747	2176.203	100	5.0
2176.203	2177.851	100	7.0
2177.851	2179.524	100	6.0
2179.524	2181.147	100	6.0
2181.147	2182.871	100	5.0
2182.871	2184.657	100	4.0
2184.657	2186.299	100	6.0
2186.299	2188.05	100	6.0
2188.05	2189.916	100	7.0
2189.916	2192.01	100	5.0
2192.01	2194.079	100	5.0
2194.079	2196.194	100	3.0
2196.194	2198.462	100	4.0
2198.462	2200.588	100	7.0
2200.588	2202.766	100	5.0
2202.766	2205.09	100	6.0
2205.09	2207.419	100	5.0
2207.419	2209.696	100	6.0
2209.696	2212.062	100	4.0
2212.062	2214.315	100	8.0
2214.315	2216.9	100	5.0
2216.9	2219.627	100	4.0
2219.627	2222.225	100	3.0
2222.225	2223.733	100	4.0
2223.733	2225.062	100	5.0
2225.062	2226.423	100	6.0
2226.423	2227.77	100	7.0
2227.77	2229.124	100	6.0
2229.124	2230.401	100	5.0
2230.401	2231.648	100	3.0
2231.648	2232.889	100	7.0
2232.889	2234.073	100	5.0
2234.073	2235.38	100	4.0
2235.38	2236.524	100	5.0
2236.524	2237.666	100	4.0
2237.666	2238.797	100	5.0
2238.797	2239.949	100	4.0
2239.949	2241.159	100	5.0
2241.159	2242.381	100	5.0
2242.381	2243.914	100	7.0
2243.914	2245.469	100	5.0
2245.469	2247.061	100	3.0
2247.061	2248.776	100	4.0
2248.776	2250.673	100	4.0
2250.673	2252.724	100	3.0
2252.724	2254.489	100	4.0
2254.489	2256.427	100	6.0
2256.427	2258.107	100	6.0
2258.107	2259.448	100	6.0
2259.448	2260.861	100	6.0
2260.861	2262.319	100	6.0
2262.319	2263.971	100	4.0
2263.971	2265.654	100	6.0
2265.654	2267.259	100	4.0
2267.259	2268.841	100	3.0
2268.841	2270.483	100	6.0
2270.483	2272.128	100	3.0
2272.128	2273.756	100	4.0
2273.756	2275.445	100	7.0
2275.445	2277.136	100	4.0
2277.136	2278.822	100	4.0
2278.822	2280.556	100	1.0
2280.556	2282.247	100	3.0
2282.247	2283.94	100	5.0
2283.94	2285.636	100	5.0
2285.636	2287.383	100	5.0
2287.383	2289.089	100	4.0
2289.089	2290.845	100	4.0
2290.845	2292.564	100	6.0
2292.564	2294.185	100	5.0
2294.185	2295.831	100	6.0
2295.831	2297.658	100	7.0
2297.658	2299.541	100	8.0
2299.541	2301.398	100	7.0
2301.398	2303.21	100	5.0
2303.21	2304.925	100	7.0
